region,city,country,utility_primary,heating_degree_days,heat_pump_rebate,heat_pump_system_size,heat_pump_cost,heat_pump_annual_savings,heat_pump_payback_years,solar_rebate,solar_kw,solar_cost,solar_annual_savings,solar_payback_years,battery_rebate,battery_kwh,battery_cost,water_heater_rebate,insulation_rebate,windows_rebate,ev_charger_rebate,thermostat_rebate,notes,source_utility,source_state,source_city,verified_date
CA,San Diego,USA,SDG&E,1200,$250-$500,3-4-ton,"$13,000-$22,000",$600,22,"$0",6kW,"$15,000-$18,000",$1200,13,"$1,000+",13.5kWh,"$12,000",$250,$0,$0,"$500",$50,"SDG&E territory. Lowest HDD in CA. Heat pump rebates $250-500. SGIP battery rebates available. Minimal heating load limits savings.","https://www.sdge.com/rebates","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sdge.com/residential/savings-center/rebates","2026-08-17"
CA,Chula Vista,USA,SDG&E,1100,$250-$500,3-4-ton,"$13,000-$22,000",$600,22,"$0",6kW,"$15,000-$18,000",$1200,13,"$1,000+",13.5kWh,"$12,000",$250,$0,$0,"$500",$50,"SDG&E service area. Very low heating needs.","https://www.sdge.com/rebates","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sdge.com/residential/savings-center/rebates","2026-08-17"
CA,Escondido,USA,SDG&E,1200,$250-$500,3-4-ton,"$13,000-$22,000",$600,22,"$0",6kW,"$15,000-$18,000",$1200,13,"$1,000+",13.5kWh,"$12,000",$250,$0,$0,"$500",$50,"SDG&E territory.","https://www.sdge.com/rebates","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sdge.com/residential/savings-center/rebates","2026-08-17"
CA,Riverside,USA,SCE,1600,"$3,100 (TECH)",3-4-ton,"$13,000-$22,000",$700,20,"$0",6kW,"$15,000-$18,000",$1100,15,"$0",13.5kWh,"$12,000",$500,$0,$0,"$500",$50,"SCE/TECH Clean CA: $3100 base + enhancements for DAC/hard-to-reach. Stack with HEEHRA. Average install ~$19,844 statewide before incentives.","https://electrifyatlas.com/utilities/sce","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sce.com/save-money/rebates-financial-assistance/rebates-sce-marketplace","2026-08-17"
CA,San Bernardino,USA,SCE,1700,"$3,100 (TECH)",3-4-ton,"$13,000-$22,000",$700,20,"$0",6kW,"$15,000-$18,000",$1100,15,"$0",13.5kWh,"$12,000",$500,$0,$0,"$500",$50,"SCE service area.","https://electrifyatlas.com/utilities/sce","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sce.com/save-money/rebates-financial-assistance/rebates-sce-marketplace","2026-08-17"
CA,Ontario,USA,SCE,1600,"$3,100 (TECH)",3-4-ton,"$13,000-$22,000",$700,20,"$0",6kW,"$15,000-$18,000",$1100,15,"$0",13.5kWh,"$12,000",$500,$0,$0,"$500",$50,"SCE territory.","https://electrifyatlas.com/utilities/sce","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sce.com/save-money/rebates-financial-assistance/rebates-sce-marketplace","2026-08-17"
CA,Moreno Valley,USA,SCE,1700,"$3,100 (TECH)",3-4-ton,"$13,000-$22,000",$700,20,"$0",6kW,"$15,000-$18,000",$1100,15,"$0",13.5kWh,"$12,000",$500,$0,$0,"$500",$50,"SCE service area.","https://electrifyatlas.com/utilities/sce","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sce.com/save-money/rebates-financial-assistance/rebates-sce-marketplace","2026-08-17"
CA,Fresno,USA,PG&E,2500,$250-$500,3-4-ton,"$13,000-$22,000",$1000,15,"$0",6kW,"$15,000-$18,000",$1200,13,"$0",13.5kWh,"$12,000",$500,$1600,$0,"$500",$50,"PG&E central valley territory. No SMUD. Moderate HDD.","https://www.bayren.org/find-incentives","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.bayren.org","2026-08-17"
CA,Bakersfield,USA,SCE,1400,"$3,100 (TECH)",3-4-ton,"$13,000-$22,000",$700,20,"$0",6kW,"$15,000-$18,000",$1000,18,"$0",13.5kWh,"$12,000",$500,$0,$0,"$500",$50,"SCE territory. Kern County. Low HDD.","https://electrifyatlas.com/utilities/sce","https://www.energy.ca.gov/programs-and-topics/programs/inflation-reduction-act-residential-energy-rebate-programs","https://www.sce.com/save-money/rebates-financial-assistance/rebates-sce-marketplace","2026-08-17"
NY,New York City,USA,Con Edison,4700,"$10,000 (Clean Heat)",3-4-ton,"$18,000-$25,000",$1400,14,"$0 (VDER)",6kW,"$16,000-$20,000",$1200,14,"$0",13.5kWh,"$12,000","$1,300",$0,$0,"$400 (SmartCharge)",$0,"NY Clean Heat state program + Con Edison utility rebates up to $10k for primary heat source. HEAR/HOMES income-qualified max $14k per measure. Federal solar ITC expired 12/31/25. VDER compensation reduced vs NEM 2.0. Con Edison HE/AC incentive varies by tech.","https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-residential-customers/electric-heating-and-cooling-technology-for-renters-homeowners/swap-your-water-heater-and-save","https://heatpumpnetwork.com/heat-pump-rebates-new-york/","https://rebateatlas.org/states/new-york/","2026-08-17"
NY,Yonkers,USA,Con Edison,5000,"$10,000 (Clean Heat)",3-4-ton,"$18,000-$25,000",$1500,14,"$0 (VDER)",6kW,"$16,000-$20,000",$1300,14,"$0",13.5kWh,"$12,000","$1,300",$0,$0,"$400 (SmartCharge)",$0,"Con Edison service area. Higher HDD than NYC due to elevation/latitude.","https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-residential-customers/electric-heating-and-cooling-technology-for-renters-homeowners/swap-your-water-heater-and-save","https://heatpumpnetwork.com/heat-pump-rebates-new-york/","https://rebateatlas.org/states/new-york/","2026-08-17"
NY,Buffalo,USA,National Grid,7000,"$5,000+ (NYSERDA)",3-4-ton,"$18,000-$25,000",$2000,11,"$0 (VDER)",6kW,"$16,000-$20,000",$1400,12,"$0",13.5kWh,"$12,000",$800,$2000,$75,$0,$50,"National Grid Upstate NY. Higher HDD reflecting lake effect and northern latitude. Total Home Comfort closed to new apps; programs restructuring. NYSERDA heat pump rebate amount TBD for 2026.","https://www.nationalgridus.com/Upstate-NY-Home/Energy-Saving-Programs/","https://heatpumpnetwork.com/heat-pump-rebates-new-york/","https://www.amplifyincentives.com/NationalGridNYGas/","2026-08-17"
NY,Rochester,USA,National Grid,6800,"$5,000+ (NYSERDA)",3-4-ton,"$18,000-$25,000",$1900,11,"$0 (VDER)",6kW,"$16,000-$20,000",$1400,12,"$0",13.5kWh,"$12,000",$800,$2000,$75,$0,$50,"National Grid service area.","https://www.nationalgridus.com/Upstate-NY-Home/Energy-Saving-Programs/","https://heatpumpnetwork.com/heat-pump-rebates-new-york/","https://www.amplifyincentives.com/NationalGridNYGas/","2026-08-17"
NY,Syracuse,USA,National Grid,6500,"$5,000+ (NYSERDA)",3-4-ton,"$18,000-$25,000",$1850,11,"$0 (VDER)",6kW,"$16,000-$20,000",$1400,12,"$0",13.5kWh,"$12,000",$800,$2000,$75,$0,$50,"National Grid Upstate territory.","https://www.nationalgridus.com/Upstate-NY-Home/Energy-Saving-Programs/","https://heatpumpnetwork.com/heat-pump-rebates-new-york/","https://www.amplifyincentives.com/NationalGridNYGas/","2026-08-17"
NY,Albany,USA,National Grid,6200,"$5,000+ (NYSERDA)",3-4-ton,"$18,000-$25,000",$1800,11,"$0 (VDER)",6kW,"$16,000-$20,000",$1400,12,"$0",13.5kWh,"$12,000",$800,$2000,$75,$0,$50,"National Grid service area. State capital region.","https://www.nationalgridus.com/Upstate-NY-Home/Energy-Saving-Programs/","https://heatpumpnetwork.com/heat-pump-rebates-new-york/","https://www.amplifyincentives.com/NationalGridNYGas/","2026-08-17"
MA,Boston,USA,Eversource,5550,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Mass Save primary source. Whole-home $2650/ton, partial-home $1125/ton, basic $250/ton (R-32/R-454B only, R-410A banned as of 1/1/26). HPWH $750. Insulation 75% covered, income-qual 100%. Mass Save covers attic/wall/basement/air-seal. SMART solar waiting list depends on utility block availability. Heat pump water heater 0% HEAT Loan available up to $25k. EV charger via utility.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Worcester,USA,National Grid,5700,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"National Grid MA service area. Higher HDD than Boston. Same Mass Save program statewide.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Springfield,USA,Eversource,5600,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource central MA territory.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Cambridge,USA,Eversource,5550,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource service area near Boston.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Lowell,USA,Eversource,5650,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource north-central MA.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Brockton,USA,National Grid,5500,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"National Grid south-central MA.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,New Bedford,USA,Eversource,5400,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource south coast.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Quincy,USA,Eversource,5500,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource south of Boston.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Lynn,USA,Eversource,5550,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource north shore.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Fall River,USA,National Grid,5450,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"National Grid south-central MA.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Newton,USA,Eversource,5600,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource west of Boston. Affluent suburb.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Somerville,USA,Eversource,5550,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"Eversource Cambridge/Boston area.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
MA,Lawrence,USA,National Grid,5750,"$2,650/ton ($8,500 cap)",3-4-ton,"$18,000-$25,000",$1600,12,"$0 (SMART waiting list)",6kW,"$16,000-$20,000",$1500,11,"$2,500",13.5kWh,"$12,000","$750",$1600,$75,$0,$100,"National Grid north shore. Highest HDD in MA cohort.","https://nuwattenergy.com/en/massachusetts/mass-save-rebates-guide-2026","https://www.masssave.com/residential/rebates-offers-services/insulation-and-windows/windows","https://www.masssave.com","2026-08-17"
PA,Philadelphia,USA,PECO,4700,"$500-$1,950 (PECO EAP tiers: $500/$1,000/$1,400 + $250 hybrid adder, stackable)",3-4-ton,"$14,000-$22,000","$800-$1,200",14,"$0.20/W (Philadelphia Solar Rebate, currently waitlisted)",6kW,"$16,000-$20,000",$600-$900,16,Not currently available,13.5kWh,"$12,000",Not currently available,Not currently available,Not currently available,Not currently available,Not currently available,"PECO Act 129 Energy Advisor Program offers heat pump rebates in tiers up to $1,950 combined. PA state Penn Energy Savers (HOMES/HEAR, $258.9M) remains unlaunched as of mid-2026 DOE guidance revision; DEP has not issued rebates yet. No statewide PA solar or battery rebate exists; SRECs (~$22-$40/MWh) and 1:1 net metering to 50kW apply statewide. Federal residential solar ITC expired 12/31/25.",https://www.peco.com/ways-to-save/for-your-home/rebates-discounts/heating-cooling-rebates,https://www.pa.gov/agencies/dep/residents/saving-energy/inflation-reduction-act,https://nuwattenergy.com/en/pennsylvania/peco-heat-pump-rebates,2026-09-01
PA,Pittsburgh,USA,Duquesne Light,5900,"Not currently available (Act 129 Phase IV $200 rebate closed 5/31/26; Phase V, running through May 2031, amounts not yet published)",3-4-ton,"$14,000-$22,000","$800-$1,200",,$0 (no statewide rebate; SRECs + net metering only),6kW,"$16,000-$20,000",$600-$900,,Not currently available,13.5kWh,"$12,000",Not currently available,Not currently available,Not currently available,Not currently available,Not currently available,"Duquesne Light's own site states rebates are not currently available while Act 129 Phase V is finalized. PA state Penn Energy Savers (HOMES/HEAR, $258.9M) remains unlaunched as of mid-2026 DOE guidance revision; DEP has not issued rebates yet. No statewide PA solar or battery rebate exists; SRECs (~$22-$40/MWh) and 1:1 net metering to 50kW apply statewide. Federal residential solar ITC expired 12/31/25.",https://www.dlcwattchoices.com/residentialrebates/,https://www.pa.gov/agencies/dep/residents/saving-energy/inflation-reduction-act,https://homeenergybasics.com/heat-pumps/states/pa,2026-09-01
PA,Allentown,USA,PPL Electric,5500,"$350-$450 (PPL Act 129 central heat pump, tiered by efficiency); ~$400 (mini-split); ~$400 (heat pump water heater)",3-4-ton,"$14,000-$22,000","$800-$1,200",22,$0 (no statewide rebate; SRECs + net metering only),6kW,"$16,000-$20,000",$600-$900,,Not currently available,13.5kWh,"$12,000",~$400 (PPL heat pump water heater rebate),"Up to $575 (PPL insulation/air sealing, Act 129)",Not currently available,Not currently available,Not currently available,"PPL Electric Act 129 program (through May 2031) also offers up to $575 for separate heating/cooling upgrades. No confirmed PPL windows, EV charger, or thermostat rebate found. PA state Penn Energy Savers (HOMES/HEAR, $258.9M) remains unlaunched as of mid-2026 DOE guidance revision; DEP has not issued rebates yet. No statewide PA solar or battery rebate exists; SRECs (~$22-$40/MWh) and 1:1 net metering to 50kW apply statewide. Federal residential solar ITC expired 12/31/25.",https://www.pplelectricsavings.com/ppl/homeequipment/products/,https://www.pa.gov/agencies/dep/residents/saving-energy/inflation-reduction-act,https://nuwattenergy.com/en/pennsylvania/ppl-heat-pump-rebates,2026-09-01
PA,Erie,USA,Penelec (FirstEnergy),6400,"Up to $500 (Penelec Act 129 central heat pump, matched-set condenser+coil required)",3-4-ton,"$14,000-$22,000","$800-$1,200",20,$0 (no statewide rebate; SRECs + net metering only),6kW,"$16,000-$20,000",$600-$900,,Not currently available,13.5kWh,"$12,000",Not currently available,Not currently available,Not currently available,Not currently available,Not currently available,"Penelec (FirstEnergy PA) Act 129 program; no confirmed Penelec solar, battery, water heater, insulation, windows, EV charger, or thermostat-specific rebate found for 2026. PA state Penn Energy Savers (HOMES/HEAR, $258.9M) remains unlaunched as of mid-2026 DOE guidance revision; DEP has not issued rebates yet. No statewide PA solar or battery rebate exists; SRECs (~$22-$40/MWh) and 1:1 net metering to 50kW apply statewide. Federal residential solar ITC expired 12/31/25.",https://firstenergy.clearesult.com/media/wysiwyg/FEPA/1224_FEPA__RES_4926181_HVAC_Rebate_Form_FILLABLE_1.pdf,https://www.pa.gov/agencies/dep/residents/saving-energy/inflation-reduction-act,https://nuwattenergy.com/en/pennsylvania/heat-pump-rebates-2026,2026-09-01
CO,Denver,USA,Xcel Energy,6000,"$2,250/ton cold-climate heat pump through 10/1/26, then drops ~33% to ~$1,500/ton, + $1,000 CO state tax credit",3-4-ton,"$16,000-$24,000","$900-$1,400",10,"$1/W, income-qualified only (Xcel Solar*Rewards, ~$5,000 for a 5kW system); no rebate for standard-income households",6kW,"$16,000-$20,000","$700-$1,000",14,"$0 (Xcel Renewable Battery Connect, up to $5,000, paused since 2/20/26, possible mid-2026 reopening) + 10% CO battery storage tax credit (expires 12/31/26)",13.5kWh,"$12,000",Not currently available,Not currently available (income-qualified Weatherization Assistance Program only; no standard-income flat rebate found),"Not currently available (federal 25C credit up to $1,200/yr only; no CO-specific windows rebate found)","$500-$1,300 (Xcel Energy Level 2 charger/home-wiring rebate, amount varies by income tier)",Not currently available,"Xcel Energy is Denver's primary electric utility. HEAR federal rebate (up to $8,000, income-qualified) closed for Front Range/Region 1 in April 2026; other regions may still have funding as of research. State $1,000 heat pump tax credit and 10% battery storage tax credit (through 12/31/26) apply statewide regardless of utility.",https://www.xcelenergy.com,https://energyoffice.colorado.gov/home-energy-rebates,https://unicolorado.com/colorado-heat-pump-rebates-and-incentives/,2026-09-01
CO,Colorado Springs,USA,Colorado Springs Utilities,6400,"$1,500 electric bill credit (heat pumps under 3 tons, effective 1/1/26) + $1,000 CO state tax credit",3-4-ton,"$16,000-$24,000","$900-$1,400",11,Not currently available (municipal utility; check csu.org solar program directly),6kW,"$16,000-$20,000","$700-$1,000",,Not currently available (no confirmed CSU battery-specific rebate) + 10% CO battery tax credit (expires 12/31/26),13.5kWh,"$12,000",Not currently available (CSU offers a heat pump water heater rebate; 2026 dollar figure not confirmed via public sources),"Not currently available (CSU weatherization program, income-qualified)","Not currently available (federal 25C credit up to $1,200/yr only; no CO-specific windows rebate found)",Not currently available,Not currently available,"Colorado Springs Utilities is a municipal utility, independent from Xcel Energy, with its own rebate structure. HEAR federal rebate (up to $8,000, income-qualified) closed for Front Range/Region 1 in April 2026; other regions may still have funding as of research. State $1,000 heat pump tax credit and 10% battery storage tax credit (through 12/31/26) apply statewide regardless of utility.",https://www.csu.org/rebates-incentives/residential-hvac,https://energyoffice.colorado.gov/home-energy-rebates,https://flowrightphi.com/blog/save-on-hvac/,2026-09-01
CO,Aurora,USA,Xcel Energy,6100,"$2,250/ton cold-climate heat pump through 10/1/26, then drops ~33% to ~$1,500/ton, + $1,000 CO state tax credit",3-4-ton,"$16,000-$24,000","$900-$1,400",10,"$1/W, income-qualified only (Xcel Solar*Rewards, ~$5,000 for a 5kW system); no rebate for standard-income households",6kW,"$16,000-$20,000","$700-$1,000",14,"$0 (Xcel Renewable Battery Connect, up to $5,000, paused since 2/20/26, possible mid-2026 reopening) + 10% CO battery storage tax credit (expires 12/31/26)",13.5kWh,"$12,000",Not currently available,Not currently available (income-qualified Weatherization Assistance Program only; no standard-income flat rebate found),"Not currently available (federal 25C credit up to $1,200/yr only; no CO-specific windows rebate found)","$500-$1,300 (Xcel Energy Level 2 charger/home-wiring rebate, amount varies by income tier)",Not currently available,"Aurora is in Xcel Energy's service territory (investor-owned, not city-specific); same program as Denver applies. HEAR federal rebate (up to $8,000, income-qualified) closed for Front Range/Region 1 in April 2026; other regions may still have funding as of research. State $1,000 heat pump tax credit and 10% battery storage tax credit (through 12/31/26) apply statewide regardless of utility.",https://www.xcelenergy.com,https://energyoffice.colorado.gov/home-energy-rebates,https://unicolorado.com/colorado-heat-pump-rebates-and-incentives/,2026-09-01
CO,Fort Collins,USA,Fort Collins Utilities / Platte River Power Authority,6600,"Efficiency Works Homes heat pump rebate (program active; 2026 dollar amount not published in public sources at research time) + $1,000 CO state tax credit",3-4-ton,"$16,000-$24,000","$900-$1,400",,Not currently available (check fortcollins.gov/utilities solar program directly),6kW,"$16,000-$20,000","$700-$1,000",,Not currently available + 10% CO battery tax credit (expires 12/31/26),13.5kWh,"$12,000",Not currently available (Efficiency Works covers water heaters; amount not published),Efficiency Works insulation/air-sealing rebate (amount not published),Efficiency Works windows rebate (amount not published),Not currently available,Not currently available,"Fort Collins participates in Efficiency Works Homes via Platte River Power Authority (also serving Longmont, Loveland, Estes Park). Program covers heat pumps, water heaters, insulation, and windows, but current dollar figures were not published in public sources at research time — verify at fortcollins.gov/utilities. HEAR federal rebate (up to $8,000, income-qualified) closed for Front Range/Region 1 in April 2026; other regions may still have funding as of research. State $1,000 heat pump tax credit and 10% battery storage tax credit (through 12/31/26) apply statewide regardless of utility.",https://www.fortcollins.gov/Services/Utilities/Programs-and-Rebates,https://energyoffice.colorado.gov/home-energy-rebates,https://prpa.org/news-releases/platte-river-offers-rebate-to-electric-customers/,2026-09-01
CO,Boulder,USA,Xcel Energy,6200,"$2,250/ton cold-climate heat pump through 10/1/26, then drops ~33% to ~$1,500/ton, + $1,000 CO state tax credit + up to $2,000/year (EnergySmart Boulder, income-qualified <=100% AMI)",3-4-ton,"$16,000-$24,000","$900-$1,400",9,"$1/W, income-qualified only (Xcel Solar*Rewards, ~$5,000 for a 5kW system); no rebate for standard-income households",6kW,"$16,000-$20,000","$700-$1,000",14,"$0 (Xcel Renewable Battery Connect, up to $5,000, paused since 2/20/26, possible mid-2026 reopening) + 10% CO battery storage tax credit (expires 12/31/26)",13.5kWh,"$12,000",Not currently available,Not currently available (income-qualified Weatherization Assistance Program only; no standard-income flat rebate found),"Not currently available (federal 25C credit up to $1,200/yr only; no CO-specific windows rebate found)","$500-$1,300 (Xcel Energy Level 2 charger/home-wiring rebate, amount varies by income tier)",Not currently available,"Boulder is in Xcel territory (same base program as Denver/Aurora) plus city-run EnergySmart Boulder, adding up to $2,000/year for income-qualified households (<=100% AMI). HEAR federal rebate (up to $8,000, income-qualified) closed for Front Range/Region 1 in April 2026; other regions may still have funding as of research. State $1,000 heat pump tax credit and 10% battery storage tax credit (through 12/31/26) apply statewide regardless of utility.",https://www.xcelenergy.com,https://energysmartcolorado.org/rebates-for-your-home/,https://unicolorado.com/colorado-heat-pump-rebates-and-incentives/,2026-09-01
VT,Burlington,USA,Burlington Electric Department,7500,"Up to $475 (ductless mini-split) or up to $2,200 (ducted heat pump), via Efficiency Vermont + utility; +$200-$2,200 low/moderate-income bonus",3-4-ton,"$14,000-$20,000","$700-$1,000",13,$0 direct rebate; 1:1 net metering at blended retail rate (~$0.1839-$0.1999/kWh); state sales tax exemption on systems up to 500kW,6kW,"$15,000-$19,000",$600-$900,15,Not currently available (Burlington Electric Department is a separate municipal utility from Green Mountain Power; GMP's Bring Your Own Device battery program does not apply here — confirm any BED-specific incentive directly),13.5kWh,"$12,000","$600-$1,000 (Efficiency Vermont heat pump water heater)","Up to 90% cash back (Efficiency Vermont weatherization/air sealing, while funding lasts through end of 2026)","Not currently available (federal 25C credit up to $1,200/yr applies; no confirmed VT-specific windows rebate)",Not currently available,Not currently available,Efficiency Vermont administers heat pump/water heater/weatherization rebates jointly with the local utility. Heat pump clothes dryer/combo units also eligible for up to $400 (not represented in this schema).,https://www.efficiencyvermont.com/rebates/list/heat-pump-heating-cooling-system,https://www.efficiencyvermont.com/news-blog/news/efficiency-vermont-announces-2026-rebates-to-help-vermonters-achieve-their-home-energy-goals-in-the-new-year,https://www.burlingtonelectric.com,2026-09-01
VT,South Burlington,USA,Green Mountain Power,7500,"Up to $475 (ductless mini-split) or up to $2,200 (ducted heat pump), via Efficiency Vermont + utility; +$200-$2,200 low/moderate-income bonus",3-4-ton,"$14,000-$20,000","$700-$1,000",13,$0 direct rebate; 1:1 net metering at blended retail rate (~$0.1839-$0.1999/kWh); state sales tax exemption on systems up to 500kW,6kW,"$15,000-$19,000",$600-$900,15,"$850/kW (3hr daily discharge) or $950/kW (4hr), via Green Mountain Power Bring Your Own Device, capped at $10,500 per system",13.5kWh,"$12,000","$600-$1,000 (Efficiency Vermont heat pump water heater)","Up to 90% cash back (Efficiency Vermont weatherization/air sealing, while funding lasts through end of 2026)","Not currently available (federal 25C credit up to $1,200/yr applies; no confirmed VT-specific windows rebate)",Not currently available,Not currently available,GMP territory. Bring Your Own Device battery program available on new or existing solar. Heat pump clothes dryer/combo units also eligible for up to $400 (not represented in this schema).,https://www.efficiencyvermont.com/rebates/list/heat-pump-heating-cooling-system,https://www.fortresspower.com/energybroker/green-mountain-power-bring-your-own-device-program/,https://www.efficiencyvermont.com/news-blog/news/efficiency-vermont-announces-2026-rebates-to-help-vermonters-achieve-their-home-energy-goals-in-the-new-year,2026-09-01
